,id,lat,long
12637,213,40.656240648207856,-73.95642774774028
12638,556,40.581122080551914,-73.8234982972698
12639,556,40.57968583738151,-73.82861225752328
12640,2,40.51851897419864,-74.1996781946129
12641,2,40.5177551141251,-74.20100057930374
12642,2,40.517660939317295,-74.20114142208651
12643,592,40.59507660906505,-73.78454462771708
12644,592,40.594992197544975,-73.7857396409638
12645,228,40.644098133104656,-73.96686823398802
12646,228,40.6438634846855,-73.96682313880848
12647,228,40.64112824842743,-73.9663057541891
12648,261,40.68397248267731,-73.9440366479938
12649,261,40.68358513323857,-73.94395975877121
12650,235,40.64497443869528,-73.92098400314997
12651,235,40.64499939210969,-73.92053449585362
12652,143,40.67594185064905,-73.94714602404568
12653,143,40.675814202595554,-73.94474985481648
12654,509,40.71072666096271,-73.91862338475204
12655,509,40.71136423405494,-73.91797300518147
12656,499,40.69877228242214,-73.93052028765247
12657,499,40.69853057960497,-73.93026294109572
12658,458,40.81643236574348,-73.95403805672571
12659,458,40.81681612282138,-73.95375536697658
12660,548,40.714046965920694,-73.88700077746705
12661,548,40.71328717178965,-73.88674288328147
12662,820,40.88386171520739,-73.85588386610303
12663,820,40.88424381594223,-73.85567384761734
12664,82,40.692085561402635,-74.01887633708725
12665,360,40.74839931726864,-73.99993697165543
12666,360,40.748817874404935,-74.00090318368443
12667,1061,40.81916244894928,-73.87981464312102
12668,1061,40.820350998211005,-73.88007863070527
12669,215,40.6540707219273,-73.96176096000663
12670,215,40.65388895088733,-73.96172623781048
12671,120,40.75029330919086,-73.99484363876566
12672,120,40.750930389990806,-73.9943794683317
12673,687,40.8519387583261,-73.91077673469142
12674,687,40.851728671989484,-73.91142673269401
12675,407,40.7548904187353,-73.94877954889678
12676,407,40.7546785621831,-73.9489702133452
12677,908,40.75654530222741,-73.9534846185419
12678,908,40.75661983464913,-73.9533940267472
12679,168,40.716522264847036,-74.01320779418627
12680,433,40.75743417325259,-73.95511766722316
12681,593,40.6929610665396,-73.7716280543536
12682,593,40.692872148791494,-73.77101040744282
12683,291,40.704882054546744,-73.94614703064691
12684,819,40.86553099035336,-73.86237157641054
12685,819,40.865537814134534,-73.86211049361629
12686,162,40.907506654201306,-73.89654653321718
12687,162,40.90828582396025,-73.89656464581658
12688,90,40.579712883662886,-73.9771090415378
12689,90,40.57963660984936,-73.97784695730478
12690,90,40.57953694519939,-73.97875740908772
12691,291,40.70342152272189,-73.9459091398792
12692,291,40.70395424199771,-73.94599712758475
12693,295,40.70394357385305,-73.94439002418923
12694,295,40.704114784675006,-73.94441822944734
12695,46,40.593314001822634,-73.97957369023216
12696,46,40.59321656135944,-73.97941565052689
12697,83,40.709582331639744,-74.01841896624539
12698,596,40.68782654986838,-73.74114627070183
12699,596,40.68779496807081,-73.74104311575
12700,83,40.7084877806887,-74.01868456647766
12701,83,40.708933728591994,-74.01857635582644
12702,347,40.746057459833025,-73.9718473913806
12703,347,40.74618613861491,-73.97174810758725
12704,113,40.74475984300334,-73.99515394303606
12705,113,40.74506029791633,-73.99494394167348
12706,985,40.8741780991816,-73.82453751064652
12707,985,40.87473040715476,-73.82458009086768
12708,985,40.87418835390339,-73.82438237358785
12709,985,40.87472740793355,-73.82443462407099
12710,458,40.80362899260196,-73.96338788813405
12711,458,40.80390218224743,-73.96318415456592
12712,458,40.802972038116174,-73.9638612634733
12713,458,40.8032219981695,-73.96367946999925
12714,323,40.74356809350265,-73.99232182367582
12715,323,40.743916203110125,-73.99206647241954
12716,323,40.74102882222985,-73.99416078356103
12717,323,40.74129843867045,-73.99397071816173
12718,538,40.66933097604357,-73.87379547269724
12719,538,40.669251466906786,-73.87373735049907
12720,588,40.70898358795727,-73.80416800589147
12721,588,40.708873885037114,-73.8039021144454
12722,781,40.73300205068764,-73.85988699428827
12723,781,40.73345515149557,-73.85836592225682
12724,337,40.72280073481867,-73.98736714625527
12725,588,40.73417285952829,-73.81072953507321
12726,588,40.73357560383817,-73.81076815950294
12727,242,40.685027486769016,-73.97123922109166
12728,242,40.68352062093505,-73.97093864874878
12729,706,40.72165175745745,-73.88643885770156
12730,706,40.72184067426714,-73.8860311387651
12731,588,40.73673158266844,-73.81056404348968
12732,588,40.73573053745215,-73.81062878967452
12733,588,40.73673805978676,-73.8104374774498
12734,588,40.73572432665348,-73.81049851354496
12735,791,40.74525717331544,-73.83719184111843
12736,791,40.7453942645342,-73.83693189321419
12737,791,40.745098469506644,-73.83749276751085
12738,67,40.802598598860335,-73.94505127968087
12739,67,40.80300304110372,-73.94475976530487
12740,180,40.7128162787089,-73.98793585278209
12741,180,40.712839269166984,-73.98766788833261
12742,899,40.71028700331179,-73.99587463423153
12743,774,40.73177880426007,-73.81752844822292
12744,774,40.73201783219854,-73.81591658374715
12745,108,40.74649184821213,-74.00132588137622
12746,108,40.74683561103774,-74.00107518013058
12747,891,40.638537890368994,-74.14354943869841
12748,891,40.63815130961817,-74.14370602077909
12749,567,40.58679137528065,-73.80083753307572
12750,1058,40.57454811751847,-74.08234948648447
12751,567,40.586679256472266,-73.80080858519923
12752,698,40.84620292490257,-73.92137914053151
12753,698,40.8464831179844,-73.92101445582193
12754,680,40.8305648668588,-73.92726316837573
12755,680,40.83103556700477,-73.92680587067913
12756,205,40.69358338522672,-73.98175316909872
12757,39,40.63777169336228,-74.07601310156862
12758,39,40.63756476658036,-74.07606500282735
12759,956,40.58715206938897,-73.80078364500896
12760,956,40.58718412787409,-73.80078818684837
12761,956,40.58692210157621,-73.80059539192628
12762,956,40.587163713705586,-73.80063130132123
12763,986,40.71919896588238,-73.97632400621568
12764,986,40.71914981693964,-73.9760756329746
12765,986,40.71905206264547,-73.97639679969596
12766,986,40.71899825462423,-73.97613106350994
12767,1062,40.53878952077807,-74.2121015729641
12768,1062,40.53526463044738,-74.21166098129564
12769,1062,40.53155969203066,-74.20703298136688
