,lat,long
0,40.50087622728695,-74.24992754986717
1,40.50056347052719,-74.24968956587347
2,40.49871712913556,-74.24915648792326
3,40.49944014889296,-74.24934702119957
4,40.49944014889296,-74.24934702119957
5,40.50056347052719,-74.24968956587347
6,40.50280531364854,-74.25185153133741
7,40.5026915291616,-74.2517679506631
8,40.502582180956914,-74.25167354998759
9,40.50247815098837,-74.25156898741159
10,40.5023802416375,-74.25145506936771
11,40.50228915504668,-74.2513327304861
12,40.50228915504668,-74.2513327304861
13,40.50087622728695,-74.24992754986717
14,40.49804482548253,-74.24893307025533
15,40.49871712913556,-74.24915648792326
16,40.49823047659968,-74.24797739438884
17,40.49804482548253,-74.24893307025533
18,40.49841884002616,-74.24701764165971
19,40.49823047659968,-74.24797739438884
20,40.498582371886805,-74.24616510562565
21,40.49841884002616,-74.24701764165971
22,40.498767712888444,-74.24526409179525
23,40.498582371886805,-74.24616510562565
24,40.50819902808055,-74.22765169907424
25,40.50775267723752,-74.23006417208612
26,40.50839858954864,-74.22570400022862
27,40.50819902808055,-74.22765169907424
28,40.50850003976212,-74.22471375243826
29,40.50839858954864,-74.22570400022862
30,40.50510100502328,-74.22124840590146
31,40.50342360965765,-74.21939513546964
32,40.503442943541735,-74.21926443509075
33,40.50861356889667,-74.22374448177749
34,40.50850003976212,-74.22471375243826
35,40.508658610945375,-74.22321582479996
36,40.50861356889667,-74.22374448177749
37,40.50894336303878,-74.22158272140987
38,40.508658610945375,-74.22321582479996
39,40.503442943541735,-74.21926443509075
40,40.50344199794854,-74.21923193009013
41,40.50344212042036,-74.21919940263753
42,40.50344330904347,-74.21916691171221
43,40.5034455618997,-74.21913451865284
44,40.503448876177224,-74.21910228125613
45,40.50345324455485,-74.21907026084317
46,40.50345865881761,-74.21903851519302
47,40.503465108945186,-74.21900710443819
48,40.50347258402345,-74.21897608516932
49,40.50348106953395,-74.21894551514497
50,40.5034905500579,-74.21891545212081
51,40.50350100748386,-74.21888594912491
52,40.50351242279321,-74.2188570627217
53,40.50352477607354,-74.21882884593349
54,40.50352477607354,-74.21882884593349
55,40.5035355043891,-74.21880319919858
56,40.50354754013724,-74.21877856777397
57,40.503560825466764,-74.21875506590466
58,40.503575300738994,-74.21873280075175
59,40.503590898212764,-74.21871187827028
60,40.503607545666846,-74.2186923926036
61,40.50362516548351,-74.21867443433834
62,40.50364367645429,-74.21865808815105
63,40.5036629937865,-74.21864342926898
64,40.50368302729994,-74.2186305246437
65,40.50370368412638,-74.21861943413987
66,40.50372486870936,-74.21861021053496
67,40.50374648281329,-74.21860289480065
68,40.50376842641263,-74.21859752200406
69,40.50376842641263,-74.21859752200406
70,40.50394160523196,-74.21838175839348
71,40.504095291937894,-74.21817293308622
72,40.504200304301605,-74.2179390777245
73,40.50966292112851,-74.21806897354682
74,40.50894336303878,-74.22158272140987
75,40.51535895118096,-74.20476205336593
76,40.514415154787976,-74.20624778108647
77,40.51662342832809,-74.20278590571742
78,40.51535895118096,-74.20476205336593
79,40.51874827785438,-74.19898766286592
80,40.51873439746951,-74.19903833372352
81,40.51872012565676,-74.19908881695265
82,40.51870546602666,-74.19913910784322
83,40.51869041768502,-74.19918920285185
84,40.51867498334604,-74.19923909490574
85,40.518659164817116,-74.1992887804696
86,40.518642963911894,-74.19933825246801
87,40.518626380634764,-74.19938750854031
88,40.51860941769986,-74.1994365416138
89,40.51859207781728,-74.19948534697593
90,40.518574360995466,-74.19953391990602
91,40.51855627084501,-74.19958225569414
92,40.51853780737656,-74.19963034843974
93,40.51851897419864,-74.1996781946129
94,40.51882463761492,-74.19863195101257
95,40.51874827785438,-74.19898766286592
96,40.5191260308921,-74.19713591063207
97,40.51882463761492,-74.19863195101257
98,40.519423831214425,-74.19619814023916
99,40.51939543310706,-74.19626074915934
100,40.51936808451924,-74.19632415644381
101,40.51934179901013,-74.19638833145399
102,40.519316590140804,-74.19645324237119
103,40.5192924678663,-74.19651885972654
104,40.51926944484741,-74.19658515169911
105,40.5192475319459,-74.19665208528279
106,40.519226739116895,-74.1967196310092
107,40.519207077224394,-74.19678775469247
108,40.5191885544247,-74.19685642567907
109,40.51917118068132,-74.19692560978093
110,40.519154964154815,-74.19699527398475
111,40.51913991120465,-74.19706538527188
112,40.5191260308921,-74.19713591063207
113,40.519998791664904,-74.1951900846669
114,40.519423831214425,-74.19619814023916
115,40.557563596282684,-74.19697470899112
116,40.556598641586355,-74.19601789815624
117,40.521741493622734,-74.192429667502
118,40.519998791664904,-74.1951900846669
119,40.522571645952866,-74.19000393967322
120,40.521741493622734,-74.192429667502
121,40.522853473071564,-74.18922554312216
122,40.522571645952866,-74.19000393967322
123,40.52312761638787,-74.18846834697715
124,40.522853473071564,-74.18922554312216
125,40.523431082778934,-74.1876287631849
126,40.52312761638787,-74.18846834697715
127,40.52357852329989,-74.18721712386346
128,40.523431082778934,-74.1876287631849
129,40.52399641568228,-74.18609816314579
130,40.52357852329989,-74.18721712386346
131,40.52430737440001,-74.18523167199825
132,40.52399641568228,-74.18609816314579
133,40.5245979184303,-74.18442199802342
134,40.52430737440001,-74.18523167199825
135,40.52521737722023,-74.1826979269975
136,40.5245979184303,-74.18442199802342
137,40.52555656630056,-74.18176422537908
138,40.52521737722023,-74.1826979269975
139,40.52584137297567,-74.18098074016908
140,40.52555656630056,-74.18176422537908
141,40.52608906328352,-74.18031091380936
142,40.52584137297567,-74.18098074016908
143,40.5267102214146,-74.1784091462971
144,40.52608906328352,-74.18031091380936
145,40.526762467001056,-74.17573202697977
146,40.52679727340005,-74.17671052448522
147,40.526735611208764,-74.17475999493179
148,40.526762467001056,-74.17573202697977
149,40.60279629778038,-74.16694849149822
150,40.602075311391395,-74.16719634796591
151,40.59045548023953,-74.1644874429756
152,40.590139086973096,-74.16482883097358
153,40.591000739885956,-74.1637737184723
154,40.59045548023953,-74.1644874429756
155,40.6041888187152,-74.1663610843421
156,40.60349360134715,-74.16669336334424
157,40.60565471969138,-74.1657739400523
158,40.6056022148813,-74.16577442172209
159,40.60554974747561,-74.16577706571132
160,40.60549736971118,-74.16578186741842
161,40.60544513202369,-74.16578882223747
162,40.60539308665144,-74.16579792438542
163,40.60534128403832,-74.16580916334873
164,40.60528977552712,-74.16582252979782
165,40.60523861246883,-74.16583800849544
166,40.60518784440998,-74.16585558656313
167,40.60513752180607,-74.1658752452172
168,40.6050876933131,-74.16589696448807
169,40.605038409386324,-74.16592072559246
170,40.604989717789614,-74.16594650265144
171,40.604941666286685,-74.16597426978612
172,40.59198748587667,-74.16241228534092
173,40.591000739885956,-74.1637737184723
174,40.591808324024186,-74.16013627378767
175,40.59223984956044,-74.16089468149788
176,40.59267887361803,-74.16167715579765
177,40.59198748587667,-74.16241228534092
178,40.59223984956044,-74.16089468149788
179,40.59267887361803,-74.16167715579765
180,40.629973358649266,-74.18676019465556
181,40.629946772699824,-74.18676731022651
182,40.629919874619766,-74.1867719924096
183,40.629892795024695,-74.18677421675173
184,40.6298656627022,-74.1867739753424
185,40.62983860822925,-74.18677126736809
186,40.62981176125902,-74.18676610619639
187,40.62978525142352,-74.18675851819637
188,40.629759205641406,-74.18674853682127
189,40.62973374990204,-74.18673621325104
190,40.62970900478183,-74.18672160456012
191,40.62968508993547,-74.18670478082174
192,40.62966211959538,-74.1866858239133
193,40.62964020527686,-74.18666482515994
194,40.62961945217813,-74.18664188414242
195,40.62959995917667,-74.18661711106131
196,40.629543604070065,-74.18654525870367
197,40.62948992365357,-74.18646996022625
198,40.62943904101342,-74.18639138735753
199,40.629391069317045,-74.18630972007014
200,40.629346119923476,-74.18622514305757
201,40.62930429517532,-74.18613784807827
202,40.62926568839507,-74.18604803631932
203,40.6274895587736,-74.18235699496722
204,40.62740797632497,-74.1822119617001
205,40.62701696665057,-74.18150801493782
